source_id,display_name,normalized_name,instagram_handle,instagram_url,raw_category,normalized_source_type,source_role,mvp_relevance,authority_tier,verification_status,duplicate_group,official_website,event_page_url,usual_ticketing_platform,useful_content_types,proposed_scan_priority,access_method_status,last_verified_at,notes
"brasserie-beaubien","Brasserie Beaubien","Brasserie Beaubien","brasseriebeaubien","https://www.instagram.com/brasseriebeaubien/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"turbo-haus","Turbo Haüs","Turbo Haus","turbo_haus","https://www.instagram.com/turbo_haus/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"bistro-a-jojo","Bistro à Jojo","Bistro a Jojo","bistroajojo","https://www.instagram.com/bistroajojo/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"barraca-rhumerie","Barraca Rhumerie","Barraca Rhumerie","barracamtl","https://www.instagram.com/barracamtl/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"l-abreuvoir","L’Abreuvoir","L’Abreuvoir","abreuvoir_mtl","https://www.instagram.com/abreuvoir_mtl/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","abreuvoir-shared-account","","","","posts,reels,stories","normal","needs_research","","shared official account; raw alias: Abreuvoir Comedy Club"
"randolph-pub-ludique","Randolph Pub Ludique","Randolph Pub Ludique","randolphmtl","https://www.instagram.com/randolphmtl/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"north-star-machines-a-piastres","North Star Machines à Piastres","North Star Machines a Piastres","northstarpinball","https://www.instagram.com/northstarpinball/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"big-in-japan-bar","Big in Japan Bar","Big in Japan Bar","biginjapanbar","https://www.instagram.com/biginjapanbar/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"bar-palco","Bar Palco","Bar Palco","barpalco","https://www.instagram.com/barpalco/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"bar-renard","Bar Renard","Bar Renard","barrenard","https://www.instagram.com/barrenard/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"isle-de-garde","Isle de Garde","Isle de Garde","isledegardebrasserie","https://www.instagram.com/isledegardebrasserie/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"microbrasserie-4-origines","Microbrasserie 4 Origines","Microbrasserie 4 Origines","4originesbeer","https://www.instagram.com/4originesbeer/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"messorem-bracitorium","Messorem Bracitorium","Messorem Bracitorium","messorembracitorium","https://www.instagram.com/messorembracitorium/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"l-espace-public","L’Espace Public","L’Espace Public","lespacepublic","https://www.instagram.com/lespacepublic/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"bar-pamplemousse","Bar Pamplemousse","Bar Pamplemousse","barpamplemousse","https://www.instagram.com/barpamplemousse/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"le-4eme-mur","Le 4ème Mur","Le 4eme Mur","le4ememur","https://www.instagram.com/le4ememur/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"kampai-garden","Kampai Garden","Kampai Garden","kampaigarden","https://www.instagram.com/kampaigarden/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"suwu","SuWu","SuWu","suwumontreal","https://www.instagram.com/suwumontreal/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"nhau-bar","Nhâu Bar","Nhau Bar","nhaubar","https://www.instagram.com/nhaubar/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"taverne-square-dominion","Taverne Square Dominion","Taverne Square Dominion","tavernedominion","https://www.instagram.com/tavernedominion/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"pub-sainte-elisabeth","Pub Sainte-Élisabeth","Pub Sainte-Elisabeth","pubstelisabeth","https://www.instagram.com/pubstelisabeth/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"brasserie-benelux","Brasserie Benelux","Brasserie Benelux","brasseriebenelux","https://www.instagram.com/brasseriebenelux/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"vices-versa","Vices & Versa","Vices & Versa","vicesetversamtl","https://www.instagram.com/vicesetversamtl/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"brasserie-harricana","Brasserie Harricana","Brasserie Harricana","brasserieharricana","https://www.instagram.com/brasserieharricana/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"helm-microbrasserie","Helm Microbrasserie","Helm Microbrasserie","helm_microbrasserie","https://www.instagram.com/helm_microbrasserie/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"le-saint-bock","Le Saint-Bock","Le Saint-Bock","lesaintbock","https://www.instagram.com/lesaintbock/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"l-amere-a-boire","L’Amère à Boire","L’Amere a Boire","lamereaboire","https://www.instagram.com/lamereaboire/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"avant-garde-artisans-brasseurs","Avant-Garde Artisans Brasseurs","Avant-Garde Artisans Brasseurs","avantgardeartisansbrasseurs","https://www.instagram.com/avantgardeartisansbrasseurs/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"brasserie-boswell","Brasserie Boswell","Brasserie Boswell","boswellbrasserie","https://www.instagram.com/boswellbrasserie/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"brasserie-silo","Brasserie Silo","Brasserie Silo","brasseriesilo","https://www.instagram.com/brasseriesilo/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"mellon-brasserie","Mellön Brasserie","Mellon Brasserie","mellonbrasserie","https://www.instagram.com/mellonbrasserie/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"le-cheval-blanc","Le Cheval Blanc","Le Cheval Blanc","lechevalblancmtl","https://www.instagram.com/lechevalblancmtl/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"bar-st-denis","Bar St-Denis","Bar St-Denis","barstdenis","https://www.instagram.com/barstdenis/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"taverne-midway","Taverne Midway","Taverne Midway","tavernemidway","https://www.instagram.com/tavernemidway/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"ping-pong-club","Ping Pong Club","Ping Pong Club","pingpongclubmtl","https://www.instagram.com/pingpongclubmtl/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"le-pourvoyeur","Le Pourvoyeur","Le Pourvoyeur","lepourvoyeur","https://www.instagram.com/lepourvoyeur/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"sir-winston-churchill-pub","Sir Winston Churchill Pub","Sir Winston Churchill Pub","swcpub","https://www.instagram.com/swcpub/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"brutopia","Brutopia","Brutopia","brutopiamtl","https://www.instagram.com/brutopiamtl/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"terrasse-nelligan","Terrasse Nelligan","Terrasse Nelligan","terrassenelligan","https://www.instagram.com/terrassenelligan/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"terrasse-place-d-armes","Terrasse Place d’Armes","Terrasse Place d’Armes","terrasseplacedarmes","https://www.instagram.com/terrasseplacedarmes/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"terrasse-william-gray","Terrasse William Gray","Terrasse William Gray","terrassewilliamgray","https://www.instagram.com/terrassewilliamgray/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"perches","Perchés","Perches","perchesmtl","https://www.instagram.com/perchesmtl/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"le-9e","Le 9e","Le 9e","iledefrance","https://www.instagram.com/iledefrance/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"bar-cicchetti","Bar Cicchetti","Bar Cicchetti","barcicchetti","https://www.instagram.com/barcicchetti/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"vin-papillon","Vin Papillon","Vin Papillon","vinpapillon","https://www.instagram.com/vinpapillon/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"pullman-bar-a-vin","Pullman Bar à Vin","Pullman Bar a Vin","pullman_mtl","https://www.instagram.com/pullman_mtl/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"la-buvette-pompette","La Buvette Pompette","La Buvette Pompette","buvettepompette","https://www.instagram.com/buvettepompette/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"buvette-pastek","Buvette Pastek","Buvette Pastek","buvettepastek","https://www.instagram.com/buvettepastek/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"vinvinvin","Vinvinvin","Vinvinvin","vinvinvin_mtl","https://www.instagram.com/vinvinvin_mtl/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"honi-honi","Honi Honi","Honi Honi","honihonimtl","https://www.instagram.com/honihonimtl/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"l-ideal-bar-contenu","L’Idéal Bar & Contenu","L’Ideal Bar & Contenu","lideal_mtl","https://www.instagram.com/lideal_mtl/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"taverne-tournesol","Taverne Tournesol","Taverne Tournesol","tavernetournesol","https://www.instagram.com/tavernetournesol/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"wills-bar","Wills Bar","Wills Bar","wills_mtl","https://www.instagram.com/wills_mtl/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","wills-shared-account","","","","posts,reels,stories","normal","needs_research","","confirmed shared account; raw alias: Bar Wills"
"bar-volcan","Bar Volcan","Bar Volcan","barvolcan","https://www.instagram.com/barvolcan/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"le-trefle-hochelaga","Le Trèfle Hochelaga","Le Trefle Hochelaga","letrefletaverne","https://www.instagram.com/letrefletaverne/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"le-blind-pig","Le Blind Pig","Le Blind Pig","leblindpig","https://www.instagram.com/leblindpig/","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","",""
"bistro-de-paris","Bistro de Paris","Bistro de Paris","","","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","","instagram_handle_needs_research"
"le-p-tit-bar","Le P’tit Bar","Le P’tit Bar","","","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","","instagram_handle_needs_research"
"bar-sans-nom","Bar sans nom","Bar sans nom","","","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","","instagram_handle_needs_research"
"bar-de-liesse","Bar de Liesse","Bar de Liesse","","","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","","instagram_handle_needs_research"
"le-plongeoir","Le Plongeoir","Le Plongeoir","","","Bars, pubs, microbrasseries, buvettes et terrasses","bar","primary_official","scheduled_events_only","tier_2_contextual","unverified","","","","","posts,reels,stories","normal","needs_research","","instagram_handle_needs_research"
"evenko","Evenko","Evenko","evenko","https://www.instagram.com/evenko/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"i-love-neon","I Love Neon","I Love Neon","iloveneon","https://www.instagram.com/iloveneon/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"blue-skies-turn-black","Blue Skies Turn Black","Blue Skies Turn Black","blueskiesturnblack","https://www.instagram.com/blueskiesturnblack/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"mural-festival","Mural Festival","Mural Festival","muralfestival","https://www.instagram.com/muralfestival/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"osheaga","Osheaga","Osheaga","osheaga","https://www.instagram.com/osheaga/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"ilesoniq","ÎleSoniq","IleSoniq","ilesoniq","https://www.instagram.com/ilesoniq/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"lasso-montreal","Lasso Montréal","Lasso Montreal","lassomtl","https://www.instagram.com/lassomtl/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"festival-international-de-jazz-de-montreal","Festival International de Jazz de Montréal","Festival International de Jazz de Montreal","festivaljazzmtl","https://www.instagram.com/festivaljazzmtl/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"francos-de-montreal","Francos de Montréal","Francos de Montreal","francosdemontreal","https://www.instagram.com/francosdemontreal/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"montreal-en-lumiere","Montréal en Lumière","Montreal en Lumiere","mtlenlumiere","https://www.instagram.com/mtlenlumiere/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"igloofest","Igloofest","Igloofest","igloofest_mtl","https://www.instagram.com/igloofest_mtl/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"piknic-electronik","Piknic Électronik","Piknic Electronik","piknicmtl","https://www.instagram.com/piknicmtl/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"mutek-montreal","Mutek Montréal","Mutek Montreal","mutekmontreal","https://www.instagram.com/mutekmontreal/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"pop-montreal","POP Montréal","POP Montreal","popmontreal","https://www.instagram.com/popmontreal/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"juste-pour-rire","Juste pour rire","Juste pour rire","juste_pour_rire","https://www.instagram.com/juste_pour_rire/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"zoofest","Zoofest","Zoofest","zoofest","https://www.instagram.com/zoofest/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"coup-de-c-ur-francophone","Coup de cœur francophone","Coup de cœur francophone","coupdecoeurfr","https://www.instagram.com/coupdecoeurfr/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"fierte-montreal","Fierté Montréal","Fierte Montreal","fiertemtl","https://www.instagram.com/fiertemtl/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"nuits-d-afrique","Nuits d’Afrique","Nuits d’Afrique","nuitsdafrique","https://www.instagram.com/nuitsdafrique/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"frontrite","FrontRite","FrontRite","frontrite","https://www.instagram.com/frontrite/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"husa-sounds","Husa Sounds","Husa Sounds","husasounds","https://www.instagram.com/husasounds/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"kizi-garden-records","Kizi Garden Records","Kizi Garden Records","kizigarden","https://www.instagram.com/kizigarden/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"artgang-montreal","Artgang Montréal","Artgang Montreal","artgangmontreal","https://www.instagram.com/artgangmontreal/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"moonshine","Moonshine","Moonshine","moonshine.mu","https://www.instagram.com/moonshine.mu/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"octov","Octov","Octov","octov_","https://www.instagram.com/octov_/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"homegrown-harvest","Homegrown Harvest","Homegrown Harvest","homegrown.harvest","https://www.instagram.com/homegrown.harvest/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"la-bacchanale","La Bacchanale","La Bacchanale","labacchanalelofficiel","https://www.instagram.com/labacchanalelofficiel/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"kannibalen-records","Kannibalen Records","Kannibalen Records","kannibalenrecords","https://www.instagram.com/kannibalenrecords/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"saintwoods","Saintwoods","Saintwoods","saintwoods","https://www.instagram.com/saintwoods/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"shift-radio","Shift Radio","Shift Radio","shiftradio_","https://www.instagram.com/shiftradio_/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"qualite-de-luxe","Qualité de Luxe","Qualite de Luxe","qualitedeluxe","https://www.instagram.com/qualitedeluxe/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"afrotonik","Afrotonik","Afrotonik","afrotonik","https://www.instagram.com/afrotonik/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"good-vibe-people","Good Vibe People","Good Vibe People","goodvibepeople","https://www.instagram.com/goodvibepeople/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"nite-life-mtl","Nite Life MTL","Nite Life MTL","nitelifemtl","https://www.instagram.com/nitelifemtl/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"audioform","Audioform","Audioform","audioform.ca","https://www.instagram.com/audioform.ca/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"awake-montreal","Awake Montreal","Awake Montreal","awake_mtl","https://www.instagram.com/awake_mtl/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"never-apart","Never Apart","Never Apart","neverapartmtl","https://www.instagram.com/neverapartmtl/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"festival-transameriques","Festival TransAmériques","Festival TransAmeriques","ftamontreal","https://www.instagram.com/ftamontreal/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"festival-du-nouveau-cinema","Festival du Nouveau Cinéma","Festival du Nouveau Cinema","nouveaucinema","https://www.instagram.com/nouveaucinema/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"fantasia-festival","Fantasia Festival","Fantasia Festival","fantasiafestival","https://www.instagram.com/fantasiafestival/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"cinemania","Cinemania","Cinemania","festivalcinemania","https://www.instagram.com/festivalcinemania/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"ridm","RIDM","RIDM","ridm_festival","https://www.instagram.com/ridm_festival/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"mad-festival","MAD Festival","MAD Festival","madfestival_mtl","https://www.instagram.com/madfestival_mtl/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"art-souterrain","Art Souterrain","Art Souterrain","artsouterrain","https://www.instagram.com/artsouterrain/","Promoteurs, collectifs et festivals","promoter","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"mtl-en-arts","Mtl en Arts","Mtl en Arts","mtlenarts","https://www.instagram.com/mtlenarts/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
"montreal-sketchfest","Montreal Sketchfest","Montreal Sketchfest","mtlsketchfest","https://www.instagram.com/mtlsketchfest/","Promoteurs, collectifs et festivals","festival","organizer_official","qualifying_event_host","tier_1_primary","unverified","","","","","posts,reels,stories","high","needs_research","",""
